Episode,Score,Steps,Epsilon,Avg_Loss
44,28.150000000000034,58,0.9569328906720129,221.49308727527486
45,17.65000000000005,186,0.9559759577813409,173.89420512414748
46,-58.09999999999994,89,0.9550199818235596,225.44182282351375
47,-51.14999999999995,44,0.9540649618417361,171.1429533958435
48,43.79999999999967,118,0.9531108968798944,200.23005844374833
49,6.550000000000281,247,0.9521577859830145,189.98340915571822
50,-68.2,13,0.9512056281970315,152.79534281217136
51,21.400000000000077,60,0.9502544225688344,201.62340208689372
52,-32.69999999999996,95,0.9493041681462656,180.22414872018913
53,-44.250000000000014,59,0.9483548639781193,191.04918185735153
54,11.800000000000054,42,0.9474065091141411,237.00163614182244
55,47.999999999999915,149,0.946459102605027,240.3028984709874
56,-80.29999999999978,221,0.9455126435024219,227.66779223826137
57,10.100000000000051,77,0.9445671308589195,216.6351304240041
58,-15.849999999999895,160,0.9436225637280606,232.84524554014206
59,-63.3,10,0.9426789411643326,250.94437580108644
60,-37.74999999999963,354,0.9417362622231683,232.8318797908934
61,-44.44999999999999,24,0.9407945259609451,283.1264841556549
62,8.950000000000117,110,0.9398537314349842,295.9766760739413
63,-8.499999999999673,291,0.9389138777035492,265.8369119912898
64,-42.24999999999997,37,0.9379749638258457,257.5609777811411
65,25.450000000000003,55,0.9370369888620198,235.69942307905717
66,-10.799999999999912,66,0.9360999518731578,201.37445880427504
67,-22.74999999999997,28,0.9351638519212846,308.77675601414273
68,-84.35000000000001,22,0.9342286880693633,176.0755558013916
69,-77.60000000000002,69,0.933294459381294,291.09524187834364
70,21.60000000000005,66,0.9323611649219127,292.43405402790415
71,-100.05,12,0.9314288037569908,164.78543074925742
72,-53.549999999999955,74,0.9304973749532338,279.2007299887167
73,-94.5,152,0.9295668775782806,303.9647388458252
74,-15.89999999999992,63,0.9286373107007023,262.97692571367537
75,58.7499999999996,270,0.9277086733900016,231.47626031239827
76,9.500000000000085,89,0.9267809647166116,294.02644579598075
77,54.70000000000016,148,0.925854183751895,244.06076779236665
78,142.39999999999907,215,0.9249283295681431,278.9920069317485
79,-48.249999999999986,43,0.9240034012385749,300.00310605071314
80,25.799999999999827,106,0.9230793978373364,293.0768751648237
81,-41.799999999999926,67,0.9221563184394991,268.88351130129683
82,-9.64999999999985,140,0.9212341621210596,310.22337617874143
83,-22.34999999999995,49,0.9203129279589385,411.0149339169872
84,-2.3499999999999517,49,0.9193926150309796,359.13734521671216
85,12.100000000000037,36,0.9184732224159486,366.29720232221814
86,-31.799999999999926,57,0.9175547491935327,308.0574907670941
87,-37.44999999999999,17,0.9166371944443392,264.31659249698413
88,-81.09999999999998,219,0.9157205572498949,353.23556505490654
89,-71.35000000000001,58,0.914804836692645,391.50064711735166
90,-80.45,20,0.9138900318559524,364.5003076553345
91,-15.499999999999986,26,0.9129761418240965,197.8500019953801
92,24.150000000000205,150,0.9120631656822724,321.5924203491211
93,-35.59999999999998,18,0.9111511025165902,183.28598086039224
94,-47.84999999999931,532,0.9102399514140735,352.08684775345307
95,-67.79999999999997,24,0.9093297114626595,339.53624153137207
96,-80.25,55,0.9084203817511969,363.00582448785957
97,70.0,98,0.9075119613694457,358.3833451368371
98,-19.79999999999997,26,0.9066044494080763,429.24975806016187
99,-23.84999999999998,31,0.9056978449586682,370.7427291870117
100,67.25000000000011,252,0.9047921471137096,333.89605986125883
101,-70.64999999999999,34,0.9038873549665959,450.06717984816606
102,-82.2,7,0.9029834676116293,294.83266884940014
103,-40.199999999999974,44,0.9020804841440176,339.29935134540904
104,-47.549999999999955,58,0.9011784036598737,381.7092913594739
105,-17.199999999999548,469,0.9002772252562138,362.63980145240896
106,-43.89999999999996,32,0.8993769480309576,308.8671005964279
107,60.299999999999386,190,0.8984775710829266,388.6405138015747
108,35.4499999999999,45,0.8975790935118436,346.1693043178982
109,-15.249999999999943,50,0.8966815144183318,277.94181510925296
110,-46.84999999999998,24,0.8957848329039134,366.5741602579753
111,45.150000000000034,61,0.8948890480710096,375.06592253387953
112,-17.399999999999636,298,0.8939941590229386,346.9688777667564
113,-26.049999999999983,37,0.8931001648639156,315.273318935085
114,17.15000000000012,108,0.8922070646990518,387.6370920251917
115,215.79999999999927,252,0.8913148576343527,411.01745243678016
116,40.69999999999993,162,0.8904235427767183,446.4451408503968
117,-34.19999999999985,106,0.8895331192339416,359.2975867829233
118,34.64999999999927,159,0.8886435861147077,386.7774865012499
119,87.45000000000016,150,0.887754942528593,444.3243986765544
120,41.749999999999915,43,0.8868671875860644,296.3340687419093
121,-54.3,11,0.8859803203984784,492.23803502863103
122,-24.34999999999968,284,0.88509434007808,388.41203512272364
123,-75.30000000000001,12,0.8842092457380019,278.12614154815674
124,25.850000000000207,164,0.8833250364922639,353.7982623286364
125,-34.5,15,0.8824417114557717,426.48598963419596
126,134.89999999999947,192,0.8815592697443159,402.46526673436165
127,-17.049999999999997,67,0.8806777104745716,306.240778054764
128,28.60000000000008,146,0.8797970327640969,408.69943607016785
129,-16.649999999999977,20,0.8789172357313328,356.3761710166931
130,23.750000000000142,197,0.8780383184956015,395.56813393026437
131,0.10000000000003695,87,0.8771602801771059,413.9205814010796
132,34.700000000000045,119,0.8762831198969288,501.8601776892398
133,-1.5999999999999375,53,0.8754068367770318,550.7088115620163
134,57.099999999999994,109,0.8745314299402548,427.80606464071013
135,-0.7999999999999403,66,0.8736568985103146,325.1551437088938
136,-34.09999999999995,46,0.8727832416118043,548.6909666476042
137,-39.949999999999974,39,0.8719104583701925,434.82998373569586
138,126.69999999999919,185,0.8710385479118223,439.83364303176467
139,-48.349999999999994,16,0.8701675093639105,462.69144439697266
140,-6.649999999999878,88,0.8692973418545467,375.2658122886311
141,172.04999999999865,251,0.8684280445126921,416.6828499600232
142,-55.05,46,0.8675596164681794,588.892891013104
143,59.59999999999965,126,0.8666920568517111,461.60434535193065
144,-34.54999999999991,84,0.8658253647948594,402.9442418189276
145,25.20000000000003,99,0.8649595394300645,302.50398722561926
146,-1.5999999999999375,63,0.8640945798906344,447.16082582019624
147,-43.749999999999986,29,0.8632304853107438,463.0860612803492
148,3.2500000000000426,158,0.862367254825433,355.3889889415306
149,78.99999999999977,177,0.8615048875706075,477.86604546153615
150,-68.45,18,0.8606433826830369,517.2157291836209
151,86.59999999999994,138,0.8597827393003539,476.99930489581567
152,113.59999999999792,452,0.8589229565610536,441.08025796012544
153,128.04999999999922,167,0.8580640336044925,403.4336964156099
154,1.2999999999996419,237,0.857205969570888,374.8404030296873
155,-11.250000000000185,231,0.8563487636013172,424.43670759985457
156,51.49999999999986,58,0.8554924148377159,542.5044216287547
157,42.249999999999204,198,0.8546369224228781,441.42251910585344
158,-151.4500000000006,664,0.8537822855004553,366.47277560004267
159,-83.2,8,0.8529285032149548,519.3202314376831
160,10.750000000000156,122,0.8520755747117399,361.683403984445
161,-4.999999999999929,64,0.8512234991370281,298.55815702676773
162,-38.64999999999969,217,0.8503722756378911,371.199216429539
163,-27.94999999999996,37,0.8495219033622532,436.49068976737357
164,-18.59999999999998,21,0.8486723814588909,396.64661770775206
165,-25.04999999999997,46,0.847823709077432,341.036359662595
166,157.8999999999985,287,0.8469758853683546,350.23107869616786
167,12.550000000000068,36,0.8461289094829862,320.220069249471
168,51.75000000000003,218,0.8452827805735033,361.9441323236588
169,-51.39999999999999,20,0.8444374977929298,285.26802654266356
170,2.9999999999999005,222,0.8435930602951368,367.60012472857227
171,-60.300000000000004,7,0.8427494672348417,382.95872715541293
172,46.449999999999875,112,0.8419067177676068,329.20042775358473
173,-37.24999999999994,52,0.8410648110498392,381.49911242264966
174,-21.84999999999998,29,0.8402237462387894,428.12065769064014
175,-95.44999999999929,668,0.8393835224925505,338.19897403831254
176,34.499999999999915,55,0.838544138970058,331.80263380570847
177,-62.3,9,0.8377055948310879,253.88389290703668
178,-36.849999999999994,24,0.8368678892362568,250.1222030321757
179,53.14999999999992,73,0.8360310213470206,362.60478764364166
180,-22.59999999999998,25,0.8351949903256736,273.81584899902344
181,107.29999999999959,114,0.8343597953353479,311.2640773371646
182,127.69999999999942,174,0.8335254355400126,312.9912017515336
183,-72.4,21,0.8326919101044725,314.1752344767253
184,14.949999999999932,85,0.831859218194368,308.98265111586625
185,-57.64999999999999,21,0.8310273589761736,319.6860678536551
186,-54.69999999999972,272,0.8301963316171974,286.07680158054126
187,58.649999999999096,243,0.8293661352855802,305.78695940873257
188,171.34999999999957,129,0.8285367691502946,230.03153301209443
189,-66.94999999999999,26,0.8277082323811443,383.235207924476
190,42.89999999999992,68,0.8268805241487632,322.70039583654966
191,-72.95000000000002,32,0.8260536436246144,240.63246029615402
192,-9.249999999999545,317,0.8252275899809898,255.35731478068354
193,65.24999999999972,147,0.8244023623910088,295.69840720559466
194,-57.25,13,0.8235779600286178,395.05754236074597
195,-20.84999999999998,38,0.8227543820685892,199.84374357524672
196,34.80000000000004,39,0.8219316276865206,279.04982532599035
197,-72.34999999999975,361,0.8211096960588341,279.44497144387367
198,-3.0499999999999687,34,0.8202885863627752,380.0983324611888
199,-85.1,8,0.8194682977764125,39.48400545120239
200,-56.44999999999999,16,0.818648829478636,195.97318959236145
201,-55.3,12,0.8178301806491574,217.18357833226523
202,-63.2,8,0.8170123504685082,90.6630277633667
203,63.150000000000006,151,0.8161953381180397,331.5909361049829
204,56.79999999999973,66,0.8153791427799216,291.3642426404086
205,50.75,44,0.8145637636371417,314.34786935286087
206,-73.15,7,0.8137491998735046,350.9227818080357
207,55.39999999999927,173,0.812935450673631,253.4874962382234
208,112.74999999999983,61,0.8121225152229574,325.7614303026043
209,-51.44999999999999,21,0.8113103927077344,184.00152042933874
210,-71.35000000000001,9,0.8104990823150267,344.8012449476454
211,28.249999999999858,56,0.8096885832327116,373.80588269233704
212,78.44999999999959,129,0.8088788946494789,292.911125833674
213,-7.749999999999986,23,0.8080700157548294,174.2094890760339
214,-20.749999999999943,65,0.8072619457390746,235.6763189462515
215,-81.2,6,0.8064546837933355,33.38038126627604
216,-27.84999999999998,25,0.8056482291095421,274.8975309753418
217,0.6500000000000625,46,0.8048425808804326,322.13882520924443
218,85.14999999999961,148,0.8040377382995522,360.60169485453014
219,59.35000000000008,92,0.8032337005612527,297.6551257423733
220,-9.499999999999929,59,0.8024304668606914,303.0953469033969
221,53.400000000000034,97,0.8016280363938307,296.08788808842297
222,58.149999999999096,194,0.8008264083574369,297.3825162219018
223,-38.699999999999974,23,0.8000255819490795,193.03816994376805
224,32.55000000000007,85,0.7992255563671304,289.3122688517851
225,117.84999999999971,74,0.7984263308107633,285.9629931578765
226,-67.45,17,0.7976279044799526,316.2021473155302
227,-65.5,16,0.7968302765754727,109.40099763870239
228,-24.19999999999996,38,0.7960334462988972,251.72850126969186
229,-36.349999999999994,14,0.7952374128525983,305.65468106951033
230,-13.549999999999983,25,0.7944421754397457,348.6735432434082
231,37.200000000000074,87,0.7936477332643059,274.4174498196306
232,-74.4,13,0.7928540855310416,284.30694580078125
233,53.450000000000244,232,0.7920612314455105,270.32266065170023
234,52.299999999999926,41,0.7912691702140651,213.36437067171423
235,-37.849999999999966,25,0.790477901043851,318.12527954101563
236,78.59999999999977,88,0.7896874231428072,343.6537230231545
237,104.09999999999965,102,0.7888977357196644,277.11933994293213
238,68.14999999999998,68,0.7881088379839447,309.314731205211
239,-47.54999999999998,19,0.7873207291459607,372.33050175717
240,-51.34999999999994,38,0.7865334084168147,251.9968164343583
241,82.29999999999947,149,0.7857468750083979,301.7064487918111
242,1.9000000000000483,40,0.7849611281333895,260.6267486572266
243,17.000000000000142,111,0.784176167005256,266.72862709320344
244,-34.44999999999999,14,0.7833919908382508,325.38864980425154
245,-41.549999999999955,52,0.7826085988474126,352.9555800144489
246,89.99999999999966,108,0.7818259902485653,259.7172563340929
247,70.70000000000005,74,0.7810441642583167,259.8217922674643
248,36.69999999999993,68,0.7802631200940584,348.75063265071196
249,-48.34999999999995,45,0.7794828569739644,269.3572667015923
250,100.04999999999924,224,0.7787033741169904,283.22025601352965
251,-50.44999999999999,10,0.7779246707428734,358.55798492431643
252,15.050000000000082,73,0.7771467460721305,263.69780629301727
253,194.89999999999912,281,0.7763695993260584,308.4386116652302
254,16.79999999999977,164,0.7755932297267324,296.7633345534162
255,-65.3,12,0.7748176364970056,171.69996325174967
256,-55.39999999999999,14,0.7740428188605086,389.5186113630022
257,8.850000000000051,63,0.7732687760416481,230.0881815108042
258,119.4499999999997,80,0.7724955072656065,305.7949163913727
259,-77.35000000000001,15,0.7717230117583408,261.6177810668945
260,-53.79999999999997,30,0.7709512887465825,181.23647600809733
261,49.04999999999998,59,0.7701803374578359,368.4242443795932
262,-60.550000000000004,22,0.7694101571203781,409.91088711131704
263,91.79999999999981,61,0.7686407469632577,344.6673247540583
264,-54.39999999999999,13,0.7678721062162944,170.11178632882925
265,-70.64999999999995,63,0.7671042341100781,307.4773674616738
266,100.24999999999918,171,0.766337129875968,369.4391307273106
267,102.69999999999848,325,0.7655707927460921,367.94599992605356
268,124.2499999999998,138,0.764805221953346,351.1459895424221
269,-37.599999999999994,30,0.7640404167313927,352.7130449930827
270,64.14999999999924,159,0.7632763763146613,302.74434050074166
271,1.1000000000000227,27,0.7625130999383466,413.58151626586914
272,-38.44999999999999,18,0.7617505868384082,221.30574395921496
273,29.79999999999984,112,0.7609888362515699,327.4929176739284
274,-25.74999999999993,70,0.7602278474153183,346.33144651140486
275,101.14999999999952,123,0.759467619567903,381.8522867962597
276,-71.4,10,0.7587081519483351,366.998494720459
277,-77.4,16,0.7579494437963867,537.6686255931854
278,-66.49999999999993,56,0.7571914943525904,410.14620549338207
279,-75.2,10,0.7564343028582378,616.3276508331298
280,59.59999999999985,87,0.7556778685553796,363.19818724708995
281,70.14999999999941,114,0.7549221906868242,409.3080920503851
282,-6.449999999999903,133,0.7541672684961374,377.06615164046895
283,-7.499999999999886,96,0.7534131012276413,348.5856580734253
284,-82.1,5,0.7526596881264136,274.15529708862306
285,-70.3,17,0.7519070284382872,332.89981774722827
286,33.29999999999987,99,0.7511551214098489,397.43716769748266
287,-63.300000000000004,10,0.750403966288439,693.7508247375488
288,-70.75000000000001,36,0.7496535623221505,382.48022577497693
289,90.69999999999987,74,0.7489039087598284,417.9922956518225
290,99.50000000000003,118,0.7481550048510686,406.27032312296205
291,25.79999999999967,126,0.7474068498462175,380.77381291465156
292,-54.8,31,0.7466594429963713,393.100459191107
293,44.5499999999997,83,0.745912783553375,373.61116179500715
294,-7.89999999999992,55,0.7451668707698216,306.52761722911487
295,75.64999999999995,41,0.7444217038990517,427.09825590180185
296,-35.39999999999999,14,0.7436772821951526,375.3663117544992
297,-43.45,13,0.7429336049129575,182.76533889770508
298,15.70000000000006,50,0.7421906713080445,420.10846168518066
299,-104.4500000000021,782,0.7414484806367364,398.26784950997825
300,101.99999999999991,67,0.7407070321560997,354.63272555906383
301,-81.25,17,0.7399663251239436,283.46213957842656
302,-42.999999999999986,82,0.7392263587988196,439.20968874489387
303,-68.20000000000002,52,0.7384871324400207,446.6326636534471
304,-27.849999999999923,64,0.7377486453075807,426.3695170879364
305,3.3000000000000256,21,0.737010896662273,366.27177701677596
306,20.55000000000004,48,0.7362738857656108,417.6414918899536
307,33.29999999999856,304,0.7355376118798452,410.8746218806819
308,17.200000000000088,58,0.7348020742679654,447.2354603471427
309,7.950000000000031,33,0.7340672721936974,268.39824757431495
310,46.84999999999994,114,0.7333332049215037,415.6196497866982
311,-31.999999999999986,42,0.7325998717165821,358.36429641360326
312,-2.249999999999943,37,0.7318672718448656,468.19420778429185
313,54.699999999999875,80,0.7311354045730207,387.06217608451846
314,-3.1999999999998323,115,0.7304042691684477,514.527315852953
315,-58.64999999999999,22,0.7296738648992792,471.9331398010254
316,-17.449999999999974,56,0.7289441910343799,564.4212705748422
317,128.94999999999976,139,0.7282152468433455,551.1741923325353
318,-10.549999999999969,51,0.7274870315965022,503.46127999997606
319,130.54999999999933,174,0.7267595445649057,405.53857207024237
320,162.6999999999997,159,0.7260327850203407,409.2490541470126
321,33.29999999999953,148,0.7253067522353204,450.0495785120371
322,-44.14999999999999,37,0.724581445483085,503.1708382271432
323,103.19999999999996,62,0.723856864037602,505.8234175405195
324,-3.8999999999999204,61,0.7231330071735643,421.63196263547803
325,15.650000000000034,51,0.7224098741663908,521.0995471430759
326,-68.6,21,0.7216874642922244,467.4015866234189
327,76.14999999999984,138,0.7209657768279322,589.7100217515144
328,133.7499999999998,70,0.7202448110511043,489.1442722865513
329,-17.34999999999995,54,0.7195245662400531,533.4742190749557
330,110.34999999999957,188,0.7188050416738131,593.8255313913872
331,-81.85000000000002,39,0.7180862366321393,390.81310115716394
332,146.3499999999985,260,0.7173681503955072,544.3824079366831
333,-62.049999999999955,43,0.7166507822451117,638.2433113275572
334,-65.4,14,0.7159341314628666,446.6473388671875
335,2.2500000000000853,52,0.7152181973314037,442.1250678575956
336,-49.94999999999999,39,0.7145029791340722,493.9261600787823
337,14.299999999999827,108,0.7137884761549381,569.0873128749706
338,16.000000000000057,73,0.7130746876787832,511.21134358236236
339,-39.19999999999996,33,0.7123616129911045,259.6041830814246
340,25.40000000000005,124,0.7116492513781133,562.0191083108225
341,-34.69999999999999,19,0.7109376021267352,325.1546954104775
342,-57.35000000000001,15,0.7102266645246085,412.3353525797526
343,-45.199999999999946,39,0.7095164378600839,518.7098422906338
344,-34.249999999999986,49,0.7088069214222238,378.94256918770924
345,-0.14999999999983515,345,0.7080981145008015,521.5443384806315
346,86.34999999999945,173,0.7073900163863007,538.3055338115362
347,18.800000000000068,240,0.7066826263699144,537.2948919932047
348,114.99999999999969,132,0.7059759437435444,426.81040382385254
349,-35.84999999999992,72,0.7052699677998009,400.1216999689738
350,-71.35000000000001,19,0.704564697832001,388.17742518374797
351,154.29999999999964,98,0.7038601331341691,508.89179704627213
352,19.400000000000233,159,0.7031562730010349,456.7392198094782
353,-35.54999999999994,46,0.7024531167280339,468.2664559405783
354,-29.549999999999997,21,0.7017506636113059,394.68030802408856
355,5.05000000000004,34,0.7010489129476946,481.40089685776655
356,61.14999999999972,94,0.7003478640347469,414.45632808766464
357,-16.89999999999985,103,0.6996475161707122,460.40771462153464
358,-37.65000000000056,363,0.6989478686545415,434.18652568638487
359,132.8999999999992,311,0.698248920785887,386.97943740795665
360,-0.049999999999954525,41,0.6975506718651011,408.0178634829638
361,17.39999999999766,433,0.6968531211932361,375.17362194633927
362,56.75000000000003,77,0.6961562680720428,371.586459320861
363,40.84999999999957,159,0.6954601118039707,362.4847397234455
364,54.19999999999999,71,0.6947646516921667,291.6967160399531
365,-9.59999999999998,61,0.6940698870404746,333.37200083498095
366,22.950000000000102,67,0.6933758171534341,321.15143681995903
367,27.400000000000006,54,0.6926824413362807,351.18618089181405
368,-10.749999999999858,104,0.6919897588949444,430.61859145531287
369,-81.4,20,0.6912977691360495,330.7069101333618
370,-15.199999999999946,39,0.6906064713669134,340.9320394075834
371,75.94999999999914,260,0.6899158648955466,331.4264150766226
372,138.2999999999998,133,0.689225949030651,306.04131798995166
373,60.349999999999056,304,0.6885367230816204,308.70874980876323
374,-45.45,15,0.6878481863585387,270.3376780192057
375,122.99999999999986,66,0.6871603381721801,305.0623587406043
376,-40.0,30,0.686473177834008,361.6842674255371
377,-54.45,14,0.685786704656174,372.8219549996512
378,40.49999999999994,108,0.6851009179515178,335.3495810473407
379,-66.75,42,0.6844158170335664,255.57677268981934
380,108.3499999999984,337,0.6837314012165328,320.76744325224655
381,0.6000000000000512,47,0.6830476698153162,328.51748567946413
382,12.150000000000091,103,0.6823646221455009,334.3140282492036
383,-74.35000000000001,12,0.6816822575233553,156.93469937642416
384,-55.049999999999955,46,0.6810005752658319,280.54429145481276
385,-19.549999999999983,21,0.680319574690566,308.5766837710426
386,69.69999999999982,75,0.6796392551158754,297.98123143514
387,135.39999999999986,114,0.6789596158607596,344.6037397551955
388,-4.799999999999912,50,0.6782806562448989,413.47744667053223
389,11.600000000000023,114,0.677602375588654,337.47361922682376
390,-51.3,18,0.6769247732130653,226.49047321743436
391,-33.39999999999999,12,0.6762478484398523,120.37044493357341
392,11.700000000000173,112,0.6755716005914124,405.3248747416905
393,-46.59999999999991,87,0.674896028990821,358.4348127430883
394,-49.699999999999974,34,0.6742211329618302,352.60693639867446
395,-63.94999999999996,43,0.6735469118288684,455.4608445278434
396,-3.149999999999963,36,0.6728733649170395,415.9648453394572
397,2.3000000000000256,32,0.6722004915521225,336.9353229999542
398,67.24999999999923,193,0.6715282910605703,442.75545549145636
399,-5.549999999999812,134,0.6708567627695098,379.4318670585974
400,-75.04999999999995,75,0.6701859060067403,422.11193003336587
401,49.54999999999998,49,0.6695157201007336,377.98727743966236
402,-39.44999999999999,19,0.6688462043806328,348.5179353011282
403,-51.500000000000014,80,0.6681773581762521,382.1736291885376
404,61.949999999999505,136,0.6675091808180759,382.59134264553296
405,-66.6,29,0.6668416716372578,322.7666787772343
406,106.34999999999991,115,0.6661748299656206,379.4833565753439
407,2.4499999999998323,243,0.6655086551356549,395.9434019960003
408,-63.199999999999704,320,0.6648431464805192,326.1183196544647
409,-21.29999999999994,67,0.6641783033340387,479.56896870171846
410,106.7999999999995,164,0.6635141250307047,348.5353786887192
411,-40.5,21,0.662850610905674,252.53833843412855
412,-33.84999999999958,284,0.6621877602947683,343.6800016752431
413,-53.44999999999989,81,0.6615255725344735,371.035927431083
414,30.400000000000034,51,0.660864046961939,317.68994798847274
415,-59.24999999999994,44,0.660203182914977,354.54942911321467
416,-178.64999999999958,606,0.6595429797320621,312.81454119037085
417,-61.45,21,0.6588834367523301,262.40147981189546
418,21.450000000000145,195,0.6582245533155777,289.5138610644218
419,-60.59999999999977,169,0.6575663287622622,348.2389819579717
420,17.90000000000002,34,0.6569087624334999,325.1272639106302
421,120.89999999999975,99,0.6562518536710664,293.21533045142587
422,-39.5,20,0.6555956018173954,343.2956916809082
423,17.000000000000043,238,0.654940006215578,299.22886043837093
424,-54.849999999999966,32,0.6542850662093624,307.9325683116913
425,80.39999999999995,139,0.6536307811431531,312.1102633579172
426,106.39999999999989,94,0.65297715036201,274.5670993480277
427,85.99999999999997,73,0.6523241732116479,212.14285058844578
428,-15.249999999999886,138,0.6516718490384363,295.7770410067793
429,-313.15000000000214,1000,0.6510201771893979,289.6632215385437
430,-14.050000000001631,502,0.6503691570122084,256.7931006990106
431,87.54999999999987,148,0.6497187878551962,209.63655613564157
432,5.850000000000023,47,0.649069069067341,256.475133205982
433,-10.149999999999935,92,0.6484199999982736,223.48609646506932
434,-53.44999999999992,266,0.6477715799982753,226.0830522336458
435,-113.64999999999999,183,0.647123808418277,205.67193329399402
436,62.49999999999969,154,0.6464766846098587,208.1517069184935
437,-124.34999999999967,353,0.6458302079252489,229.37113506868272
438,-317.3500000000001,669,0.6451843777173236,227.47010679487335
439,134.4499999999988,270,0.6445391933396063,208.63948552873399
440,-59.599999999999994,22,0.6438946541462667,179.62001748518512
441,-250.09999999999985,606,0.6432507594921204,201.04963174511497
442,51.75000000000006,258,0.6426075087326283,196.083817171496
443,-87.15,11,0.6419649012238956,143.5080484910445
444,-73.60000000000001,26,0.6413229363226717,197.21422679607684
445,-56.04999999999997,164,0.640681613386349,201.07424477833072
446,-76.30000000000001,13,0.6400409317729626,164.40989567683295
447,104.74999999999991,108,0.6394008908411897,160.39345345673738
448,-33.74999999999993,68,0.6387614899503485,211.40526765935562
449,-74.45,14,0.6381227284603982,271.66461658477783
450,-65.3,12,0.6374846057319378,274.8726790746053
451,-54.74999999999994,137,0.6368471211262058,213.36266031752538
452,-63.149999999999984,46,0.6362102740050796,263.4213509766952
453,-12.499999999999986,13,0.6355740637310745,152.37122022188626
454,-16.64999999999992,69,0.6349384896673435,256.5722122192383
455,-141.94999999999976,556,0.6343035511776761,193.90772450742105
456,-30.699999999999918,54,0.6336692476264985,160.7852489683363
457,-66.35,72,0.6330355783788719,227.58004220326742
458,-59.599999999999895,187,0.632402542800493,196.72674693143304
459,34.249999999999886,99,0.6317701402576925,191.2290702010646
460,71.99999999999994,57,0.6311383701174348,190.99146411293432
461,121.89999999999975,137,0.6305072317473174,162.33710755396933
462,-139.64999999999998,315,0.6298767245155701,171.35878977699886
463,-56.89999999999996,25,0.6292468477910546,127.13416755676269
464,-84.1,7,0.6286176009432635,67.40914862496513
465,120.49999999999972,88,0.6279889833423202,213.08456221493807
466,96.54999999999959,257,0.6273609943589779,200.13950245482448
467,27.250000000000114,126,0.6267336333646188,194.96446997021872
468,-76.15,10,0.6261068997312542,146.18359260559083
469,-6.049999999999983,47,0.6254807928315229,153.72692830511863
470,4.900000000000034,37,0.6248553120386914,221.48564137639227
471,-9.799999999999969,36,0.6242304567266527,132.59203020731607
472,55.949999999999875,74,0.623606226269926,221.99726847055797
473,35.650000000000006,100,0.6229826200436561,183.0379149055481
474,1.4000000000001478,206,0.6223596374236124,167.16566078408252
475,54.40000000000006,76,0.6217372777861888,157.26217455612985
476,20.600000000000065,47,0.6211155405084027,208.6947101024871
477,20.650000000000034,56,0.6204944249678943,189.87576331411088
478,43.849999999999966,68,0.6198739305429264,212.58487920200125
479,66.64999999999989,79,0.6192540566123834,193.55071287517305
480,-78.4,27,0.6186348025557711,132.84005299320927
481,4.550000000000111,73,0.6180161677532153,166.5818433892237
