Episode,Score,Steps,Epsilon,Avg_Loss,Wall_Hits,Coins
1,83.60000000000022,123,0.999,17.827957153320312,38,24
2,220.69999999999703,438,0.998001,39.94200720743502,184,54
3,2.500000000000071,60,0.997002999,39.222780021031696,24,13
4,28.40000000000174,605,0.996005996001,29.60244060941964,268,43
5,273.0999999999985,394,0.995009990004999,32.85566052325486,165,56
6,216.5999999999995,140,0.994014980014994,45.17698001861572,56,38
7,158.20000000000016,306,0.993020965034979,44.962985394047756,158,43
8,105.60000000000048,197,0.9920279440699441,55.59153258618969,72,30
9,-38.59999999999968,458,0.9910359161258742,56.128788564923546,182,27
10,171.8999999999968,597,0.9900448802097482,46.801244612714555,265,57
11,231.89999999999822,319,0.9890548353295385,49.59794516398989,107,46
12,-27.79999999999977,206,0.988065780494209,46.40860765883066,97,19
13,277.09999999999775,720,0.9870777147137147,55.62333970069885,290,72
14,53.10000000000039,178,0.986090636999001,69.28763097591614,88,25
15,242.59999999999945,362,0.9851045463620021,61.46315181848094,158,52
16,132.00000000000207,965,0.98411944181564,57.132030368468925,424,71
17,20.800000000000395,439,0.9831353223738244,59.60762241163667,206,35
18,127.50000000000122,394,0.9821521870514506,51.969823580707995,149,40
19,-15.89999999999965,138,0.9811700348643991,72.59035373770672,59,15
20,346.29999999999404,613,0.9801888648295347,61.22526309618553,225,71
21,24.900000000001796,594,0.9792086759647052,61.19251680213594,262,42
22,-104.19999999999968,1000,0.9782294672887405,60.09930304431915,438,39
23,87.00000000000051,203,0.9772512378214517,45.55603091235231,92,29
24,234.59999999999997,425,0.9762739865836303,50.04311929590562,170,53
25,488.7999999999887,1000,0.9752977125970467,61.6700281791687,368,92
26,78.40000000000057,197,0.9743224148844496,41.89481070077964,80,27
27,303.79999999999797,905,0.9733480924695651,51.53145830565395,363,82
28,167.19999999999965,474,0.9723747443770956,44.34321200193735,196,49
29,-537.1000000000042,1000,0.9714023696327185,44.267720933914184,519,3
