Episode,Score,Steps,Epsilon,Avg_Loss,Wall_Hits,Coins
10,250.0,1000,0.19820718322517483,3729.3656607818602,0,25
20,2300.0,1000,0.19623400697287982,4192.020403045654,0,66
30,950.0,1000,0.1942804739265437,4148.94641394043,0,39
40,331.0,670,0.19234638853569805,4908.957828760859,0,23
