Episode,Score,Steps,Epsilon,Avg_Loss,Wall_Hits,Coins
1,2246.1000000000217,390,0.9995,0,150,48
2,584.0999999999987,110,0.9990002500000001,0,50,15
3,1663.100000000004,259,0.9985007498750001,0,112,36
4,2437.70000000003,455,0.9980014995000627,297.13089816369745,169,53
5,488.1999999999982,85,0.9975024987503127,302.36106028837315,35,12
6,1898.4000000000083,366,0.9970037475009376,281.84794677150705,151,41
7,3319.8000000000384,560,0.9965052456271871,249.48453585760933,244,70
8,1711.9000000000065,281,0.9960069930043736,258.9038550217381,101,37
9,982.3999999999987,122,0.9955089895078715,275.8019774390049,56,22
10,539.3999999999995,77,0.9950112350131176,324.159808468509,31,13
11,2.2000000000012054,1000,0.9945137293956111,266.01689459228515,478,3
12,3520.400000000089,929,0.9940164725309134,232.12172001735001,368,75
13,695.7999999999997,33,0.993519464294648,298.9760608095111,10,16
14,2177.1000000000163,513,0.9930227045625007,303.461928919742,218,47
15,1218.8000000000002,222,0.9925261932102195,1254.2608727120064,92,27
16,1278.1999999999991,160,0.9920299301136144,403.45849828720094,59,28
17,197.99999999999994,17,0.9915339151485576,515.6687990076401,5,6
18,834.2999999999975,117,0.9910381481909833,904.4361151018713,41,19
19,1085.099999999998,113,0.990542629116888,764.9612008153865,38,24
20,1123.5000000000118,531,0.9900473578023296,690.8211493483146,236,26
21,1080.8000000000004,137,0.9895523341234285,760.3927830605611,56,24
22,2698.900000000014,378,0.9890575579563669,684.8464189963366,134,58
23,1309.7999999999993,292,0.9885630291773887,716.3680912174591,112,29
24,1193.1000000000038,388,0.9880687476628001,782.0620853384745,183,27
25,2440.0000000000114,421,0.9875747132889687,811.9282291077095,180,52
26,4596.20000000002,738,0.9870809259323243,763.4695233394137,301,96
27,2585.500000000029,438,0.9865873854693582,783.6146062911918,209,55
28,3607.000000000089,1000,0.9860940917766235,700.6289366455078,430,75
29,2009.4000000000024,289,0.9856010447307353,662.4423735199503,119,43
30,492.10000000000025,56,0.98510824420837,759.8004826136997,24,12
31,1694.3000000000077,394,0.9846156900862658,901.0932262440018,164,37
32,1800.6000000000074,349,0.9841233822412228,954.855579802505,147,39
33,1838.7999999999936,444,0.9836313205501022,901.3454538981119,169,40
34,4666.700000000059,931,0.9831395048898272,940.7317279033067,403,98
35,582.3999999999976,129,0.9826479351373822,900.1471701925115,49,14
36,3229.4000000000374,505,0.9821566111698136,1008.5646520029201,203,68
37,341.79999999999984,61,0.9816655328642288,893.1113086137615,23,9
38,442.1999999999998,55,0.9811747000977967,1033.4107887961648,24,12
39,1031.4999999999989,133,0.9806841127477479,942.6596542014215,53,23
40,1944.900000000025,737,0.9801937706913741,1404.4649609755952,315,43
41,1947.9999999999948,688,0.9797036738060285,1257.876368278681,334,43
42,2381.600000000026,481,0.9792138219691255,1058.6562408637603,204,51
43,1753.700000000005,323,0.978724215058141,1170.4496195412273,142,38
44,1165.9999999999989,250,0.978234852950612,1288.8727706298828,91,27
45,2748.1000000000085,385,0.9777457355241367,1319.0102451076755,135,58
46,1958.7000000000016,297,0.9772568626563747,1296.7920683273162,118,42
47,738.9999999999978,88,0.9767682342250465,1994.6656445589933,24,17
48,1112.7999999999936,260,0.976279850107934,1365.505470275879,114,25
49,1418.7000000000028,226,0.9757917101828801,1537.1678049543264,89,31
50,3887.3000000000734,801,0.9753038143277888,1542.3502228888085,328,82
51,289.2999999999996,75,0.974816162420625,2032.3665665690105,34,8
52,2818.000000000035,583,0.9743287543394147,1866.372239441651,239,60
53,1658.8000000000095,310,0.973841589962245,1553.6765000866305,103,36
54,3183.700000000039,490,0.973354669167264,1696.1193017453563,175,67
55,1478.1999999999982,156,0.9728679918326804,1609.9563995752578,63,32
56,1756.3000000000063,309,0.972381557836764,2077.913826260366,130,38
57,840.4999999999992,69,0.9718953670578457,1597.7189216060915,28,19
58,2164.0000000000045,266,0.9714094193743169,1827.7725999875177,95,47
59,3204.9000000000456,690,0.9709237146646298,1963.2991198553555,262,68
60,1802.4000000000053,347,0.9704382528072976,1705.5420847076505,130,39
61,2309.7000000000567,647,0.9699530336808939,1793.3489877974969,258,50
