Episode,Score,Steps,Epsilon,Avg_Loss,Wall_Hits,Coins
1,2225.300000000005,177,0.9995,0,71,48
2,3347.700000000017,374,0.9990002500000001,0,151,70
3,2844.4999999999955,719,0.9985007498750001,278.4042524832266,338,61
4,99.1,8,0.9980014995000627,466.6269836425781,2,5
5,-2.1000000000000085,14,0.9975024987503127,411.0783680507115,9,2
6,4481.300000000002,842,0.9970037475009376,291.6626157873883,347,94
7,1691.600000000006,414,0.9965052456271871,256.41682045240907,172,37
8,2223.100000000006,199,0.9960069930043736,293.38922322335554,72,47
9,1445.2000000000028,378,0.9955089895078715,289.99626381687386,172,32
10,1040.599999999999,71,0.9950112350131176,393.3492904448173,24,24
11,690.3999999999985,73,0.9945137293956111,455.443820483064,25,16
12,690.8999999999993,64,0.9940164725309134,512.6902220249176,28,17
13,3480.2000000000435,832,0.993519464294648,438.106886441891,367,74
14,1135.3999999999999,98,0.9930227045625007,429.78987043731064,49,25
15,432.29999999999905,129,0.9925261932102195,547.0702151512914,49,12
16,1967.3000000000088,245,0.9920299301136144,534.126403995436,83,42
17,2954.0000000000305,1000,0.9915339151485576,484.3081177215576,460,62
18,6458.99999999999,1000,0.9910381481909833,432.86290438842775,410,132
19,2772.3000000000116,540,0.990542629116888,425.43109687522605,239,59
20,821.9999999999949,203,0.9900473578023296,531.1928939443503,79,19
21,722.2999999999965,203,0.9895523341234285,605.1632126681324,76,17
22,1666.2000000000035,256,0.9890575579563669,635.1486306190491,83,37
23,4388.900000000029,781,0.9885630291773887,607.7339762981967,331,92
24,1358.6000000000079,306,0.9880687476628001,621.4969348782807,109,30
25,3379.6000000000363,507,0.9875747132889687,630.8720189081376,199,71
26,943.0999999999942,375,0.9870809259323243,683.3413551432292,195,22
27,2176.0999999999967,494,0.9865873854693582,777.7857113733947,246,48
28,1903.400000000001,332,0.9860940917766235,853.577441204025,135,41
29,294.2,41,0.9856010447307353,879.2903025557355,19,8
30,2180.900000000015,489,0.98510824420837,949.3125779477609,204,47
